Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Latitude,Longitude,Start Year,Total Deaths
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,,,2009,992
Hydrological,Flood,Flash flood,TUN,Tunisia,Northern Africa,Africa,,,2009,17
Meteorological,Storm,Tropical cyclone,KHM,Cambodia,South-eastern Asia,Asia,,,2009,17
Meteorological,Storm,Tropical cyclone,LAO,Lao People's Democratic Republic,South-eastern Asia,Asia,,,2009,16
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,2009,501
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,Asia,,,2009,182
Hydrological,Flood,Flash flood,HTI,Haiti,Latin America and the Caribbean,Americas,,,2009,
Geophysical,Earthquake,Tsunami,ASM,American Samoa,Polynesia,Oceania,-15.489,-172.095,2009,34
Geophysical,Earthquake,Tsunami,TON,Tonga,Polynesia,Oceania,-15.489,-172.095,2009,9
Geophysical,Earthquake,Tsunami,WSM,Samoa,Polynesia,Oceania,-15.489,-172.095,2009,148
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,-8.207,118.631,2009,1195
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,,,2009,3
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,17.57,121.42,2009,512
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,Asia,,,2009,
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,2009,4
Hydrological,Flood,Riverine flood,AZE,Azerbaijan,Western Asia,Asia,,,2009,
Hydrological,Flood,Riverine flood,ITA,Italy,Southern Europe,Europe,38.11,15.73,2009,35
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,15.71,78.23,2009,355
Hydrological,Flood,Riverine flood,TCD,Chad,Sub-Saharan Africa,Africa,,,2009,3
Hydrological,Flood,Riverine flood,NPL,Nepal,Southern Asia,Asia,29.81,80.76,2009,87
Hydrological,Flood,Flash flood,IDN,Indonesia,South-eastern Asia,Asia,,,2009,
Biological,Epidemic,Bacterial disease,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,,,2009,12
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,,,2009,20
Hydrological,Flood,Riverine flood,BFA,Burkina Faso,Sub-Saharan Africa,Africa,,,2009,9
Hydrological,Flood,Riverine flood,GMB,Gambia,Sub-Saharan Africa,Africa,,,2009,5
Hydrological,Flood,Riverine flood,PRY,Paraguay,Latin America and the Caribbean,Americas,-25.1,-56.27,2009,
Hydrological,Flood,Riverine flood,BEN,Benin,Sub-Saharan Africa,Africa,,,2009,3
Hydrological,Flood,Riverine flood,HTI,Haiti,Latin America and the Caribbean,Americas,,,2009,10
Hydrological,Mass movement (wet),Landslide (wet),VNM,Viet Nam,South-eastern Asia,Asia,,,2009,13
Meteorological,Storm,Tropical cyclone,MEX,Mexico,Latin America and the Caribbean,Americas,,,2009,
Meteorological,Storm,Tropical cyclone,NIC,Nicaragua,Latin America and the Caribbean,Americas,,,2009,
Meteorological,Storm,Tropical cyclone,SLV,El Salvador,Latin America and the Caribbean,Americas,13.77,-89,2009,275
Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,,,2009,6
Meteorological,Storm,Tropical cyclone,KHM,Cambodia,South-eastern Asia,Asia,,,2009,2
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,2009,39
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,Asia,,,2009,124
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,-0.72,99.867,2009,2
Hydrological,Mass movement (wet),Landslide (wet),IDN,Indonesia,South-eastern Asia,Asia,,,2009,14
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,11.47,77.85,2009,70
Hydrological,Flood,Riverine flood,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,-6.77,35.89,2009,20
Meteorological,Storm,Blizzard/Winter storm,CHN,China,Eastern Asia,Asia,,,2009,41
Hydrological,Flood,Flash flood,IRQ,Iraq,Western Asia,Asia,,,2009,2
Biological,Epidemic,Bacterial disease,CMR,Cameroon,Sub-Saharan Africa,Africa,,,2009,109
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,27.334,56.202,2009,
Hydrological,Flood,Riverine flood,KEN,Kenya,Sub-Saharan Africa,Africa,,,2009,16
Biological,Epidemic,Viral disease,CPV,Cabo Verde,Sub-Saharan Africa,Africa,,,2009,6
Hydrological,Flood,Riverine flood,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,54,-1.66,2009,3
Hydrological,Flood,Riverine flood,IRL,Ireland,Northern Europe,Europe,,,2009,
Hydrological,Flood,Riverine flood,TCD,Chad,Sub-Saharan Africa,Africa,,,2009,3
Meteorological,Storm,Blizzard/Winter storm,CHN,China,Eastern Asia,Asia,,,2009,
Hydrological,Mass movement (wet),Landslide (wet),CHN,China,Eastern Asia,Asia,,,2009,23
Hydrological,Flood,Flash flood,LKA,Sri Lanka,Southern Asia,Asia,7.07,79.94,2009,
Biological,Epidemic,Bacterial disease,ZWE,Zimbabwe,Sub-Saharan Africa,Africa,,,2009,5
Meteorological,Storm,Severe weather,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,,,2009,2
Hydrological,Flood,Riverine flood,ARG,Argentina,Latin America and the Caribbean,Americas,-32.99,-59.05,2009,7
Hydrological,Flood,Riverine flood,MYS,Malaysia,South-eastern Asia,Asia,5.74,100.96,2009,
Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,-22.54,-43.12,2009,3
Hydrological,Flood,Riverine flood,THA,Thailand,South-eastern Asia,Asia,18.48,-91.05,2009,15
Hydrological,Flood,Riverine flood,MEX,Mexico,Latin America and the Caribbean,Americas,18.48,-91.05,2009,
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,2009,4
Hydrological,Flood,Riverine flood,SAU,Saudi Arabia,Western Asia,Asia,40.23,21.24,2009,161
Hydrological,Flood,Riverine flood,MLI,Mali,Sub-Saharan Africa,Africa,,,2009,25
Hydrological,Flood,Riverine flood,SRB,Serbia,Southern Europe,Europe,,,2009,
Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,56.4778,31.26,2009,11
Hydrological,Flood,Riverine flood,URY,Uruguay,Latin America and the Caribbean,Americas,-31.26,-56.48,2009,1
Hydrological,Flood,Flash flood,SOM,Somalia,Sub-Saharan Africa,Africa,,,2009,
Biological,Epidemic,Viral disease,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,,,2009,18
Hydrological,Flood,Flash flood,IDN,Indonesia,South-eastern Asia,Asia,,,2009,6
Biological,Epidemic,Bacterial disease,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,,,2009,102
Biological,Epidemic,Bacterial disease,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,,,2009,61
Biological,Epidemic,Viral disease,MOZ,Mozambique,Sub-Saharan Africa,Africa,,,2009,43
Hydrological,Flood,Riverine flood,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,,,2009,
Biological,Epidemic,Bacterial disease,UGA,Uganda,Sub-Saharan Africa,Africa,,,2009,9
Biological,Epidemic,Infectious disease (General),COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,,,2009,29
Geophysical,Earthquake,Ground movement,MWI,Malawi,Sub-Saharan Africa,Africa,-9.948,33.878,2009,1
Biological,Epidemic,Bacterial disease,KEN,Kenya,Sub-Saharan Africa,Africa,,,2009,24
Hydrological,Flood,Riverine flood,AGO,Angola,Sub-Saharan Africa,Africa,,,2009,
Hydrological,Flood,Flash flood,LKA,Sri Lanka,Southern Asia,Asia,8.02,81.27,2009,3
Geophysical,Volcanic activity,Ash fall,VUT,Vanuatu,Melanesia,Oceania,,,2009,
Meteorological,Storm,Tropical cyclone,FJI,Fiji,Melanesia,Oceania,,,2009,2
Hydrological,Flood,Riverine flood,PAN,Panama,Latin America and the Caribbean,Americas,,,2009,
Biological,Epidemic,Viral disease,HND,Honduras,Latin America and the Caribbean,Americas,,,2009,7
Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,,,2009,
Hydrological,Flood,Riverine flood,MEX,Mexico,Latin America and the Caribbean,Americas,,,2009,10
Biological,Epidemic,Viral disease,SLV,El Salvador,Latin America and the Caribbean,Americas,,,2009,7
Biological,Epidemic,Viral disease,NIC,Nicaragua,Latin America and the Caribbean,Americas,,,2009,8
Biological,Epidemic,Viral disease,PER,Peru,Latin America and the Caribbean,Americas,,,2009,
Biological,Epidemic,Viral disease,PRY,Paraguay,Latin America and the Caribbean,Americas,,,2009,8
Biological,Epidemic,Viral disease,DOM,Dominican Republic,Latin America and the Caribbean,Americas,,,2009,25
Hydrological,Mass movement (wet),Landslide (wet),PER,Peru,Latin America and the Caribbean,Americas,,,2009,59
Meteorological,Extreme temperature,Cold wave,AUT,Austria,Western Europe,Europe,,,2009,2
Meteorological,Extreme temperature,Cold wave,DEU,Germany,Western Europe,Europe,,,2009,14
Meteorological,Extreme temperature,Cold wave,FRA,France,Western Europe,Europe,,,2009,2
Meteorological,Extreme temperature,Cold wave,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,,,2009,3
Meteorological,Extreme temperature,Cold wave,ITA,Italy,Southern Europe,Europe,,,2009,
Meteorological,Extreme temperature,Cold wave,POL,Poland,Eastern Europe,Europe,,,2009,298
Meteorological,Extreme temperature,Cold wave,ROU,Romania,Eastern Europe,Europe,,,2009,11
Meteorological,Extreme temperature,Cold wave,UKR,Ukraine,Eastern Europe,Europe,,,2009,27
Geophysical,Earthquake,Ground movement,MWI,Malawi,Sub-Saharan Africa,Africa,-10.108,33.818,2009,3
Geophysical,Volcanic activity,Ash fall,PHL,Philippines,South-eastern Asia,Asia,13.257,123.685,2009,
Biological,Epidemic,Bacterial disease,KEN,Kenya,Sub-Saharan Africa,Africa,,,2009,26
Hydrological,Flood,Riverine flood,ARG,Argentina,Latin America and the Caribbean,Americas,,,2009,2
Hydrological,Flood,Riverine flood,AUS,Australia,Australia and New Zealand,Oceania,-31.17,151.75,2009,
Hydrological,Flood,Flash flood,MAR,Morocco,Northern Africa,Africa,31.81,-6.78,2009,5
Hydrological,Flood,Riverine flood,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,-6.8,36.02,2009,18
Biological,Epidemic,Viral disease,MEX,Mexico,Latin America and the Caribbean,Americas,,,2009,
Meteorological,Extreme temperature,Cold wave,BGD,Bangladesh,Southern Asia,Asia,,,2009,135
Meteorological,Extreme temperature,Cold wave,IND,India,Southern Asia,Asia,,,2010,100
Meteorological,Extreme temperature,Cold wave,NPL,Nepal,Southern Asia,Asia,,,2009,18
Hydrological,Flood,Riverine flood,KEN,Kenya,Sub-Saharan Africa,Africa,,,2009,40
Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,Americas,,,2009,19
Hydrological,Mass movement (wet),Mudslide,BRA,Brazil,Latin America and the Caribbean,Americas,-22.98,-44.07,2009,74
Meteorological,Storm,Tornado,USA,United States of America,Northern America,Americas,,,2009,1
Meteorological,Storm,Severe weather,USA,United States of America,Northern America,Americas,,,2009,1
Meteorological,Storm,Tornado,USA,United States of America,Northern America,Americas,,,2009,7
Meteorological,Storm,Severe weather,ZAF,South Africa,Sub-Saharan Africa,Africa,,,2009,1
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,2009,14
Hydrological,Flood,Riverine flood,MNE,Montenegro,Southern Europe,Europe,,,2009,
Hydrological,Flood,Riverine flood,NPL,Nepal,Southern Asia,Asia,28,85.71,2009,30
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,2009,20
Hydrological,Flood,Riverine flood,MYS,Malaysia,South-eastern Asia,Asia,4.99,102.36,2009,
Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,Asia,15.19,108.02,2009,17
Hydrological,Flood,Riverine flood,LAO,Lao People's Democratic Republic,South-eastern Asia,Asia,17.83,104.79,2009,10
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,30.86,101.18,2009,20
Hydrological,Flood,Riverine flood,MEX,Mexico,Latin America and the Caribbean,Americas,16.45,-96.97,2009,11
Hydrological,Flood,Riverine flood,AUS,Australia,Australia and New Zealand,Oceania,,,2009,7
Meteorological,Extreme temperature,Heat wave,AUS,Australia,Australia and New Zealand,Oceania,,,2009,347
Meteorological,Storm,Severe weather,CAN,Canada,Northern America,Americas,,,2009,2
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,,,2009,9
Hydrological,Flood,Riverine flood,NGA,Nigeria,Sub-Saharan Africa,Africa,,,2009,31
Hydrological,Flood,Riverine flood,CPV,Cabo Verde,Sub-Saharan Africa,Africa,,,2009,3
Hydrological,Flood,Riverine flood,ALB,Albania,Southern Europe,Europe,,,2009,
Meteorological,Extreme temperature,Cold wave,MNG,Mongolia,Eastern Asia,Asia,,,2009,5
Meteorological,Storm,Hail,BWA,Botswana,Sub-Saharan Africa,Africa,,,2009,
Biological,Epidemic,Viral disease,MDG,Madagascar,Sub-Saharan Africa,Africa,,,2009,
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,,,2009,16
Hydrological,Mass movement (wet),Landslide (wet),COL,Colombia,Latin America and the Caribbean,Americas,,,2009,30
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,,,2009,52
Meteorological,Storm,Severe weather,IND,India,Southern Asia,Asia,,,2009,32
Meteorological,Storm,Severe weather,IND,India,Southern Asia,Asia,,,2009,20
Meteorological,Storm,Severe weather,CHN,China,Eastern Asia,Asia,,,2009,11
Meteorological,Storm,Lightning/Thunderstorms,USA,United States of America,Northern America,Americas,,,2009,6
Biological,Epidemic,Viral disease,ZWE,Zimbabwe,Sub-Saharan Africa,Africa,,,2009,50
Biological,Epidemic,Bacterial disease,ZMB,Zambia,Sub-Saharan Africa,Africa,,,2009,87
Biological,Epidemic,Viral disease,MWI,Malawi,Sub-Saharan Africa,Africa,,,2009,62
Biological,Epidemic,Bacterial disease,AGO,Angola,Sub-Saharan Africa,Africa,,,2009,107
Meteorological,Extreme temperature,Heat wave,JPN,Japan,Eastern Asia,Asia,,,2009,16
Hydrological,Flood,Riverine flood,PER,Peru,Latin America and the Caribbean,Americas,-12.99,-72.94,2009,158
Biological,Epidemic,Bacterial disease,MOZ,Mozambique,Sub-Saharan Africa,Africa,,,2009,155
Climatological,Drought,Drought,ARG,Argentina,Latin America and the Caribbean,Americas,,,2009,
Climatological,Drought,Drought,PRY,Paraguay,Latin America and the Caribbean,Americas,,,2009,
Climatological,Drought,Drought,CHN,China,Eastern Asia,Asia,,,2009,
Climatological,Drought,Drought,BGD,Bangladesh,Southern Asia,Asia,,,2009,
Climatological,Drought,Drought,IND,India,Southern Asia,Asia,,,2009,
Climatological,Drought,Drought,ECU,Ecuador,Latin America and the Caribbean,Americas,,,2009,
Climatological,Drought,Drought,GTM,Guatemala,Latin America and the Caribbean,Americas,,,2009,
Climatological,Drought,Drought,SLV,El Salvador,Latin America and the Caribbean,Americas,,,2009,
Climatological,Drought,Drought,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,,,2009,
Climatological,Drought,Drought,HND,Honduras,Latin America and the Caribbean,Americas,,,2009,
Climatological,Drought,Drought,ETH,Ethiopia,Sub-Saharan Africa,Africa,,,2009,
Climatological,Drought,Drought,SSD,South Sudan,Sub-Saharan Africa,Africa,,,2009,
Climatological,Drought,Drought,BDI,Burundi,Sub-Saharan Africa,Africa,,,2009,
Climatological,Drought,Drought,NER,Niger,Sub-Saharan Africa,Africa,,,2009,
Climatological,Drought,Drought,TCD,Chad,Sub-Saharan Africa,Africa,,,2009,
Climatological,Drought,Drought,CHN,China,Eastern Asia,Asia,,,2009,
Climatological,Drought,Drought,NPL,Nepal,Southern Asia,Asia,,,2009,
Climatological,Drought,Drought,KGZ,Kyrgyzstan,Central Asia,Asia,,,2009,
Geophysical,Earthquake,Ground movement,TJK,Tajikistan,Central Asia,Asia,38.245,71.467,2010,
Geophysical,Earthquake,Ground movement,SLB,Solomon Islands,Melanesia,Oceania,-8.783,157.354,2010,
Hydrological,Flood,Riverine flood,BDI,Burundi,Sub-Saharan Africa,Africa,,,2010,
Hydrological,Mass movement (wet),Landslide (wet),PAK,Pakistan,Southern Asia,Asia,,,2010,19
Geophysical,Earthquake,Ground movement,HTI,Haiti,Latin America and the Caribbean,Americas,18.443,-72.571,2010,222570
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,32.45,48.3,2010,
Hydrological,Flood,Flash flood,PHL,Philippines,South-eastern Asia,Asia,,,2010,2
Hydrological,Flood,Riverine flood,EGY,Egypt,Northern Africa,Africa,28.08,31.09,2010,12
Hydrological,Flood,Riverine flood,ISR,Israel,Western Asia,Asia,,,2010,2
Hydrological,Flood,Riverine flood,PSE,State of Palestine,Western Asia,Asia,,,2010,
Hydrological,Flood,Riverine flood,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,-17.83,-63.6,2010,26
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,,,2010,5
Geophysical,Earthquake,Ground movement,USA,United States of America,Northern America,Americas,40.652,-124.6925,2010,
Hydrological,Flood,Riverine flood,PAN,Panama,Latin America and the Caribbean,Americas,9.11,-82.64,2010,
Hydrological,Mass movement (wet),Landslide (wet),PHL,Philippines,South-eastern Asia,Asia,,,2010,2
Hydrological,Flood,Riverine flood,PHL,Philippines,South-eastern Asia,Asia,,,2010,1
Hydrological,Flood,Flash flood,IDN,Indonesia,South-eastern Asia,Asia,,,2010,10
Meteorological,Storm,Blizzard/Winter storm,CHN,China,Eastern Asia,Asia,,,2010,30
Meteorological,Storm,Tropical cyclone,PYF,French Polynesia,Polynesia,Oceania,,,2010,1
Meteorological,Storm,Blizzard/Winter storm,USA,United States of America,Northern America,Americas,,,2010,2
Hydrological,Mass movement (wet),Avalanche (wet),AFG,Afghanistan,Southern Asia,Asia,,,2010,169
Meteorological,Extreme temperature,Cold wave,BGR,Bulgaria,Eastern Europe,Europe,,,2010,3
Meteorological,Extreme temperature,Cold wave,ROU,Romania,Eastern Europe,Europe,,,2010,52
Meteorological,Extreme temperature,Cold wave,RUS,Russian Federation,Eastern Europe,Europe,,,2010,13
Meteorological,Extreme temperature,Cold wave,SRB,Serbia,Southern Europe,Europe,,,2010,3
Hydrological,Mass movement (wet),Avalanche (wet),IND,India,Southern Asia,Asia,,,2010,17
Hydrological,Flood,Riverine flood,PAK,Pakistan,Southern Asia,Asia,,,2010,22
Hydrological,Flood,Riverine flood,SLB,Solomon Islands,Melanesia,Oceania,,,2010,2
Hydrological,Flood,Riverine flood,ECU,Ecuador,Latin America and the Caribbean,Americas,,,2010,12
Meteorological,Extreme temperature,Heat wave,BRA,Brazil,Latin America and the Caribbean,Americas,,,2010,32
Hydrological,Flood,Riverine flood,MEX,Mexico,Latin America and the Caribbean,Americas,19.94,-99,2010,41
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,30.268,105.668,2010,1
Hydrological,Flood,Riverine flood,PER,Peru,Latin America and the Caribbean,Americas,-4.68,-78.29,2010,20
Hydrological,Flood,Riverine flood,AUS,Australia,Australia and New Zealand,Oceania,-32.42,149.59,2010,
Hydrological,Flood,Flash flood,DOM,Dominican Republic,Latin America and the Caribbean,Americas,19.63,-70.56,2010,1
Hydrological,Flood,Flash flood,HTI,Haiti,Latin America and the Caribbean,Americas,,,2010,4
Hydrological,Flood,Riverine flood,PRT,Portugal,Southern Europe,Europe,32.76,-16.97,2010,43
Hydrological,Mass movement (wet),Landslide (wet),ZMB,Zambia,Sub-Saharan Africa,Africa,,,2010,9
Hydrological,Mass movement (wet),Avalanche (wet),PAK,Pakistan,Southern Asia,Asia,,,2010,31
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,,,2010,44
Meteorological,Storm,Tropical cyclone,COK,Cook Islands,Polynesia,Oceania,,,2010,
Hydrological,Mass movement (wet),Landslide (wet),UGA,Uganda,Sub-Saharan Africa,Africa,,,2010,388
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,25.523,101.903,2010,
Meteorological,Storm,Extra-tropical storm,BEL,Belgium,Western Europe,Europe,,,2010,1
Meteorological,Storm,Extra-tropical storm,CHE,Switzerland,Western Europe,Europe,,,2010,
Meteorological,Storm,Extra-tropical storm,DEU,Germany,Western Europe,Europe,,,2010,4
Meteorological,Storm,Extra-tropical storm,ESP,Spain,Southern Europe,Europe,,,2010,3
Meteorological,Storm,Extra-tropical storm,FRA,France,Western Europe,Europe,,,2010,53
Meteorological,Storm,Extra-tropical storm,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,,,2010,
